상품명,스펙목록,가격
블랙앤데커 DVJ215B,핸디청소기 / 무선형 / 흡입전용 / 흡입력: 11AW / [구성] 거치대 / [배터리] 충전시간: 4시간 / [기능] 배터리잔량표시 / 프리볼트 / [부가] 색상: 블랙 / 무게: 1kg,72900
라헨느 토네이도 V6,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 150W / [구성] 바닥 / 솔형 / 틈새 / [배터리] 내장형 / 사용시간: 40분 / [성능] 헤파필터 / [기능] LED라이트 / [부가] 먼지통용량: 0.5L / 색상: 퍼플 / 무게: 2.3kg / 크기(가로x세로x깊이): 240x1065x260mm,157590
DIBEA MFV-V21W,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 12000Pa / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 45분 / [성능] 헤파필터 / 4단계여과 / LED라이트 / [부가] 색상: 화이트 / 무게: 2.2kg / 크기(가로x세로x깊이): 240x1040x212mm,599990
웍스 WG620E,업소용청소기 / 고압세척기 / 무선형 / [기능] 충전시간: 1시간 / 사용시간: 15분 / 작동압력: 24bar / [부가] 색상: 옐로우 / 무게: 1.7kg / 배터리잔량표시 / 크기(가로x세로x깊이): 919x230x850mm,232500
저스트원 SN-XR330V,"핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 틈새 / 연장툴 / [배터리] 사용시간: 30분 / [성능] 헤파필터 / 2단계여과 / [기능] 셀프스탠딩 / 프리볼트 / [부가] 무게: 1.3kg / 색상: 블랙, 화이트, 민트, 핑크 / 크기(가로x세로x깊이): 250x1160x130mm",59130
워니코프 트루리빙 UCW-MKR505,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 사용시간: 45분 / [기능] 물분사 / LED라이트 / 셀프스탠딩 / 배터리잔량표시 / [부가] 무게: 1.12kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 410x1280x240mm,141850
삼성전자 제트 VS20R9078S3,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 200W / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 티탄+그레이 / 무게: 2.7kg / 크기(가로x세로x깊이): 250x1136x215mm,873480
신일전자 SVC-D170P,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 5~6시간 / 사용시간: 20분 / [성능] 헤파필터 / 3단계여과 / [기능] LED라이트 / 프리볼트 / [부가] 무게: 1.4kg / 크기(가로x세로x깊이): 230x1120x300mm,168260
삼성전자 파워건 VS80M8090,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 150W / [구성] 바닥 / 카펫 / 침구 / 솔형 / 틈새 / 연장툴 / [배터리] 분리형 (2개) / 충전시간: 4시간30분 / 사용시간: 40분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [부가] 색상: 메탈브라운 / 무게: 2.95kg / 플렉스핸들 / 크기(가로x세로x깊이): 252x1110x315mm,1050000
일렉트로룩스 에르고라피도 ZB3314AK,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 침구 / 틈새 / 긴틈새 / 패브릭 / 연장툴 / 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 42분 / [성능] 4단계여과 / [기능] 브러쉬자동청소 / 셀프스탠딩 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.42L / 색상: 소프트핑크 / 무게: 3.28kg / 크기(가로x세로x깊이): 303x690x162mm,636270
자일렉 ZL-2120HC,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 충전시간: 4~6시간 / 사용시간: 40분 / [기능] 물분사 / 각도조절 / [부가] 물통용량: 0.185L / 무게: 1.6kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 330x1240x160mm,59900
다이슨 아웃사이즈,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 220AW / [구성] 하이토크XL / 소프트롤러 / 헤어스크류 / 솔형 / 더스팅 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간30분 / 사용시간: 1시간 / [성능] 6단계여과 / [기능] 디스플레이표시창 / [부가] 먼지통용량: 1.9L / 무게: 3.5kg / 크기(가로x세로x깊이): 320x1276298mm,1355900
다이슨 디지털 슬림 플러피 프로,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 100AW / [구성] 슬림소프트롤러 / 미니모터 / 솔형 / 스터번더트 / 틈새 / 매트리스 / 연장툴 / 거치대 / 도킹스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 5단계여과 / [기능] 디스플레이표시창 / [부가] 먼지통용량: 0.3L / 색상: 골드 / 무게: 1.9kg / 크기(가로x세로x깊이): 250x1100x250mm,1182110
한샘 트리플 플러스 HSBC-6000W,"욕실청소기 / 무선형 / [배터리] 충전시간: 4시간 / 사용시간: 1시간40분 / [기능] 프리볼트 / [부가] 색상: 화이트 / 브러쉬: 평면, 틈새, 스크럽",69800
다이슨 V7 모터헤드,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 100AW / [구성] 다이렉트드라이브 / 솔형 / 틈새 / 도킹스테이션 / [배터리] 충전시간: 3시간30분 / 사용시간: 30분 / [부가] 먼지통용량: 0.54L / 무게: 2.4kg / 크기(가로x세로x깊이): 210x1243x250mm,705640
삼성전자 비스포크 제트 VS20B956AXG + VR30T80313B,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입전용 / 흡입력: 220W / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 일체형청정스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 페블그레이 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매,868420
보아르 포스 B30,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 26000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 사용시간: 50분 / [성능] BLDC모터 / 헤파필터 / 물걸레(별도구매) / LED라이트 / [부가] 색상: 블랙 / 무게: 2.67kg / 크기(가로x세로x깊이): 240x1280x190mm,134000
LG전자 코드제로 A9 AS9100ST,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 140W / [구성] 바닥 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 50분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / 배터리잔량표시 / [부가] 색상: 판타지실버 / 크기(가로x세로x깊이): 250x1120x260mm,849800
샤오미 드리미 V11 SE,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 150AW / 흡입력: 24000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 5단계여과 / [기능] 배터리잔량표시 / [부가] 먼지통용량: 0.5L / 색상: 실버그레이 / 무게: 1.6kg,560490
르젠 LZVC-L7400,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 22000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 50분 / [성능] BLDC모터 / 헤파필터 / 3단계여과 / [기능] 프리볼트 / [부가] 먼지통용량: 0.6L / 색상: 블랙 / 무게: 2.3kg / 크기(가로x세로x깊이): 250x1120x230mm,177910
LG전자 코드제로 이지스틱 S739VA,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 굳은먼지 / 틈새 / 매트리스 / [배터리] 사용시간: 20분 / [성능] 인버터모터 / LED라이트 / [부가] 색상: 빈티지와인 / 크기(가로x세로x깊이): 270x1105x190mm,565000
OPOLAR 무선 진공 청소기 CD02 (해외구매),"차량용청소기 / 무선 / 흡입력: 5,300Pa / 최대출력: 35W / 추가노즐: 틈새, 솔브러쉬 / 배터리용량: 2,000mAH / 크기: 65x65x185mm / 무게: 356g",47300
아이프리 FX-108,"욕실청소기 / 무선형 / [배터리] 충전시간: 4시간 / 사용시간: 60분 / [기능] 프리볼트 / [부가] 무게: 1.2kg / 생활방수 / 브러쉬: 솔형, 스펀지패드, 물걸레패드, 수세미패드, 만능패드, 광택패드 / 크기(가로x세로x깊이): 180x1260x105mm",54000
다이슨 V10 플러피 프로,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 소프트롤러 / 미니모터 / 솔형 / 더스팅 / 스터번더트 / 틈새 / 매트리스 / 연장툴 / 업탑어댑터 / 도킹스테이션 / [배터리] 충전시간: 3시간30분 / 사용시간: 1시간 / [부가] 먼지통용량: 0.5L / 색상: 레드 / 무게: 2.5kg / 크기(가로x세로x깊이): 250x1241x256mm,929990
LG전자 코드제로 A9 A938A,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 140W / [구성] 바닥 / 솔형 / 굳은먼지 / 틈새 / 매트리스 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [부가] 색상: 보헤미안레드 / 무게: 2.7kg / 크기(가로x세로x깊이): 260x1120x270mm,1290000
쿠비녹스 CX-173MC,"핸디청소기 / 무선형 / 흡입전용 / [구성] 솔형 / [부가] 색상: 레드, 그레이 / 무게: 0.32kg / 크기(가로x세로x깊이): 280x70x65mm",51880
딥센 무선청소기,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / [구성] 물걸레 / 침구 / 더스팅 / 틈새 / [배터리] 충전시간: 4시간 / 사용시간: 20분 / [성능] BLDC모터 / 헤파필터 / 5단계여과 / [기능] LED라이트 / 배터리잔량표시 / [부가] 무게: 1.9kg,361000
DIBEA NEW S9,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 22000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 30분 / [성능] BLDC모터 / 헤파필터 / 4단계여과 / LED라이트 / [부가] 먼지통용량: 0.55L / 무게: 2.2kg / 크기(가로x세로x깊이): 240x1040x212mm,169000
워니코프 트루리빙 TL-VC770,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 틈새 / 연장툴 / 거치대 / [배터리] [부가] 무게: 1.89kg / 크기(가로x세로x깊이): 220x420x220mm,43400
신일전자 SVC-750SG,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 86W / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 8시간 / 사용시간: 15분 / [부가] 색상: 실버 / 크기(가로x세로x깊이): 560x170x220mm,96790
가이타이너 듀얼 모션 GTLVC-DM1,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 25000Pa / [구성] 바닥 / 틈새 / 거치대 / [배터리] 사용시간: 40분 / [성능] BLDC모터 / 헤파필터 / 4단계여과 / [기능] 물걸레(별도구매) / 디스플레이표시창 / [부가]  크기(가로x세로x깊이): 250x1060x205mm,205800
보만 코맘스 WC0736P,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 7000Pa / [구성] 바닥 / 틈새 / 거치대 / [배터리] 충전시간: 4시간 / 사용시간: 30분 / [성능] 헤파필터 / 3단계여과 / [부가] 무게: 1.2kg / 크기(가로x세로x깊이): 285x1110x90mm,69000
미엘르 AKBC-6000W,"욕실청소기 / 무선형 / [배터리] 충전시간: 4시간 / 사용시간: 2시간 / [부가] 무게: 1.1kg / 브러쉬: 기본솔, 돔솔, 코너형솔, 화장실변기용 / 크기(가로x세로x깊이): 70x1100x70mm",65058
한양 HY-5,업소용청소기 / 건습식 / 무선형 / 이동바퀴 / [부가] 탱크용량: 95L / 색상: 블루 / 무게: 230kg / 탑승식 / 오수만수센서 / 전면라이트 / 물량조절 / 크기(가로x세로x깊이): 185x600x180mm,5280000
로테체 DK-4010,"핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 5시간 / 사용시간: 35분 / [성능] 3단계여과 / [기능] LED라이트 / 배터리잔량표시 / [부가] 색상: 레드, 블루 / 무게: 2.8kg / 크기(가로x세로x깊이): 260x725x135mm",118000
스위스밀리터리 트윈에어 SMA-VC2200,스틱청소기 / 무선형 / 흡입전용 / 흡입력: 17000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 30분 / [성능] BLDC모터 / [기능] LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 먼지통용량: 0.4L / 색상: 레드 / 불어내기,356910
다이슨 디지털 슬림 플러피,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 100AW / [구성] 슬림소프트롤러 / 미니모터 / 솔형 / 틈새 / 도킹스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 5단계여과 / [기능] 디스플레이표시창 / [부가] 먼지통용량: 0.3L / 색상: 퍼플 / 무게: 1.9kg / 크기(가로x세로x깊이): 250x1100x250mm,788790
보랄 BR-R814HVC,핸디청소기 / 무선형 / 흡입전용 / [구성] 솔형 / 틈새 / 거치대 / [배터리] 사용시간: 30분 / [부가] 색상: 블랙 / 무게: 0.65kg / 크기(가로x세로): 70x410mm,170000
보본 VB-V1250W,핸디스틱청소기 / 무선형 / 흡입력: 110W / [구성] 바닥 / 솔형 / 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 50분 / [성능] BLDC모터 / 헤파필터 / 3단계여과 / [부가] 먼지통용량: 0.35L / 무게: 0.9kg / 크기(가로x세로x깊이): 233x1083x198mm,239000
지웰 벤투스 아쿠아 파워,물걸레청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 충전시간: 4시간 / 사용시간: 24분 / [기능] 물분사 / 거치대 / 걸레자동세척 / [부가] 물통용량: 0.4L,399000
DIBEA D19,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 12000Pa / 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 40분 / [성능] 4단계여과 / LED라이트 / [부가] 먼지통용량: 0.55L / 색상: 퍼플 / 무게: 2.2kg / 크기(가로x세로x깊이): 240x1040x212mm,106220
LG전자 코드제로 A9S 펫 AS9571BPKT,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 210W / [구성] 바닥 / 물걸레 / 펫 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 분리형배기필터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 자동물공급 / 배터리잔량표시 / 자동먼지비움 / [부가] 색상: 딥그레이/블랙 / 무게: 2.6kg / 크기(가로x세로x깊이): 250x1120x260mm,1391740
비쎌(BISSELL) 크로스웨이브 2582S,물걸레청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 리튬이온 / 충전시간: 4시간 / 사용시간: 30분 / [기능] 거치대 / 걸레자동세척 / [부가] 물통용량: 0.82L / 색상: 실버+블루 / 무게: 4.9kg / 크기(가로x세로x깊이): 309x1155x307mm,740000
페니체 S10-RSP 1000,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 11000Pa / [구성] 바닥 / 틈새 / 연장툴 / 거치대 / [배터리] 사용시간: 50분 / [성능] 헤파필터 / 3단계여과 / [기능] LED라이트 / 프리볼트 / [부가] 색상: 실버 / 크기(가로x세로x깊이): 250x1090x160mm,178000
삼성전자 제트 VS20R9043SA,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 200W / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 60분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 실버+핑크 / 무게: 2.7kg / 크기(가로x세로x깊이): 250x1136x215mm,920690
일렉트로룩스 에르고라피도 파워프로 ZB3423BO,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 침구 / 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 48분 / [성능] 4단계여과 / [기능] 셀프스탠딩 / 배터리잔량표시 / [부가] 먼지통용량: 0.42L / 색상: 마호가니브론즈 / 무게: 3.4kg,370000
테팔 에어포스360 TY9286,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 미니모터 / 솔형 / 틈새 / 긴틈새 / 패브릭 / 거치대 / [배터리] 충전시간: 3시간 / 사용시간: 30분 / [기능] LED라이트 / 배터리잔량표시 / [부가] 색상: 실버+블랙 / 무게: 2.8kg / 크기(가로x세로x깊이): 755x152x415mm,349500
UDT UD-950F,업소용청소기 / 건식 / 무선형 / [기능] 이동바퀴 / [부가] 탱크용량: 45L / 무전원 / 크기(가로x세로x깊이): 1280x930x970mm,461840
뽀드기 듀얼 스핀 물걸레 청소기 (2018년형),물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 4시간 / 사용시간: 30분 / [기능] 가구손상방지 / 각도조절 / [부가] 무게: 3.75kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 410x125x225mm,129270
블랙앤데커 PD1420B,핸디청소기 / 무선형 / 흡입전용 / 흡입력: 20AW / [구성] 바닥 / 솔형 / 틈새 / [배터리] 충전시간: 4시간 / 사용시간: 11분 / [부가] 색상: 블루 / 무게: 1.42kg / 크기(가로x세로): 190x215mm,89400
테팔 에어포스 TY8479,스틱청소기 / 무선형 / 흡입전용 / 충전시간: 12시간 / 사용시간: 25분 / [부가] 색상: 블랙 / 셀프스탠딩 / 싸이클로닉방식필터 / 2단계파워조절 / 전기회전브러쉬델타헤드 / 회전가능핸들 / 니켈-수소배터리 / 용량:500ml,90090
삼성전자 비스포크 제트 VS20B956AXG + VR30T80313U,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입전용 / 흡입력: 220W / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 일체형청정스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 페블그레이 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매,868420
삼성전자 비스포크 제트 VS20B956AXG + VR30T80313W,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입전용 / 흡입력: 220W / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 일체형청정스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 페블그레이 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매,868420
보아르 포스 B25,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 25000Pa / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 1시간 / [성능] BLDC모터 / 헤파필터 / 3단계여과 / [기능] 디스플레이표시창 / 먼지감지센서 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.8L / 색상: 화이트 / 무게: 1.43kg,198000
신일전자 SVC-R185WS,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 펫 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 20분 / [성능] 헤파필터 / [기능] 프리볼트 / [부가] 먼지통용량: 0.6L / 색상: 화이트 / 무게: 1.75kg / 크기(가로x세로x깊이): 434x286x119mm,173510
삼성전자 제트 VS20R9074S3,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 200W / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 티탄+그레이 / 무게: 2.7kg / 크기(가로x세로x깊이): 250x1136x215mm,695270
EUP 스톰샷 VH806,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 7000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / [배터리] 충전시간: 4~5시간 / 사용시간: 20~30분 / [성능] 헤파필터 / [기능] 프리볼트 / [부가] 색상: 핑크 / 무게: 2.3kg / 크기(가로x세로): 280x1100mm,158250
신일전자 SVC-C17KP,핸디청소기 / 무선형 / 흡입전용 / 흡입력: 62W / [구성] 바닥 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 8시간 / 사용시간: 5~10분 / [부가] 색상: 화이트 / 무게: 1.5kg / 크기(가로x세로x깊이): 265x425x210mm,58890
이노템 아이언맨 IM-900,물걸레청소기 / 왕복식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 3시간 / 사용시간: 80분 / [기능] 가구손상방지 / 셀프스탠딩 / [부가] 색상: 레드 / 무게: 2.5~3kg / 패드: 극세사 / 크기(가로x세로x깊이): 240x1190x240mm,56673
대웅모닝컴 DWV-908HK,핸디청소기 / 무선형 / 흡입전용 / [구성] 솔형 / 틈새 / 거치대 / [부가] 색상: 블랙 / 무게: 1.2kg / 크기(가로x세로x깊이): 355x110x100mm,90200
블랙앤데커 BHFEA520J,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 24AW / [구성] 바닥 / 침구 / 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 5시간 / [성능] [기능] 셀프스탠딩 / LED라이트 / [부가] 먼지통용량: 0.5L / 색상: 화이트&오렌지 / 무게: 2.8kg / 크기(가로x세로x깊이): 250x1100x170mm,134570
ES산업 위고 올인원 아쿠아 W3CW,물걸레청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 사용시간: 30분 / [기능] 흡입력: 6000Pa / BLDC모터 / 셀프스탠딩 / 배터리잔량표시 / 걸레자동세척 / [부가] 물통용량: 0.6L / 무게: 3.8kg,276210
보랄 BR-H803RF,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 분리형 / 리튬이온 / 충전시간: 5시간 / 사용시간: 30분 / [기능] 물분사 / LED라이트 / 각도조절 / 셀프스탠딩 / 배터리잔량표시 / [부가] 물통용량: 0.45L / 크기(가로x세로x깊이): 215x1060x435mm,830000
캐치웰 NEW F8,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 29000Pa / [구성] 바닥 / 물걸레 / 침구 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 25분 / [성능] BLDC모터 / 헤파필터 / 4단계여과 / [기능] LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 화이트 / 무게: 2.11kg,189000
LG전자 코드제로 A9S A9500,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 200W / [구성] 바닥 / 침구 / 솔형 / 굳은먼지 / 틈새 / 매트리스 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 디스플레이표시창 / 배터리잔량표시 / [부가] 색상: 아이언그레이 / 크기(가로x세로x깊이): 250x1120x260mm,2275000
스위스밀리터리 오토스핀 SMA-SP22,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 4시간 / 사용시간: 45분 / [기능] 물분사 / LED라이트 / 각도조절 / 셀프스탠딩 / 배터리잔량표시 / [부가] 색상: 화이트 / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 415x1300x238mm,199000
삼성전자 비스포크 제트 VS20B956AXE + VR30T80313B,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입전용 / 흡입력: 220W / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 일체형청정스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 산토리니베이지 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매,868420
보아르 보아르 클린스틱 OA-C0143,"핸디스틱청소기 / 무선형 / 흡입력: 13000Pa / [배터리] 충전시간: 2시간30분 / 사용시간: 25분 / [성능] BLDC모터 / 2단계여과 / [부가] 먼지통용량: 0.15L / 색상: 블랙, 화이트 / 무게: 0.512kg / 크기(가로x세로x깊이): 58x344x580mm",74900
다이슨 마이크로 1.5kg,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 마이크로플러피 / 미니모터 / 솔형 / 도킹스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 20분 / [성능] 5단계여과 / [부가] 먼지통용량: 0.2L / 무게: 1.5kg / 크기(가로x세로x깊이): 225x1103x207mm,1183000
비쎌(BISSELL) 크로스웨이브 3.0 맥스 2765S + 파워프레시 디럭스 1979S,물걸레청소기+스팀청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 리튬이온 / 충전시간: 4시간 / 사용시간: 30분 / [기능] 물분사 / 각도조절 / 배터리잔량표시 / 거치대 / [부가] 물통용량: 0.83L / 색상: 화이트+블루 / 무게: 5.2kg / 크기(가로x세로x깊이): 260x1156x250mm / ※ 상품 옵션 확인 후 구매,978000
베이스어스 C2 데스크 캡슐 청소기,"핸디청소기 / 무선형 / 흡입전용 / 흡입력: 1000Pa / [배터리] 내장형 / 충전시간: 2시간30분 / 사용시간: 20분 / [기능] 탁상용 / [부가] 색상: 핑크, 그린, 화이트, 블랙 / 크기(가로x세로x깊이): 60x110x60mm",16060
비쎌(BISSELL) 크로스웨이브 펫 프로 2225N,물걸레청소기 / 롤러식 / 물걸레+진공 / 유선형 / 전선길이: 7.6m / [기능] 걸레자동세척 / [부가] 물통용량: 0.82L / 색상: 실버+블루 / 무게: 5kg,400000
짐머만 ZMC-1902WL,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / [배터리] 충전시간: 5시간 / 사용시간: 20분 / 헤파필터 / [기능] 셀프스탠딩 / LED라이트 / [부가] 색상: 블루 / 크기(가로x세로x깊이): 270x1005x260mm,77430
